Distancia,Latitud,Longitud,BAZ,Magnitud,Estacion,TiempoInicio,TiempoFin
61.2386779785,-29.0202326844,-72.0379407412,293.362225607,2.96,CO10,2021-07-05T12:40:27.000000Z,2021-07-05T12:42:45.975000Z
-48.7562713623,-29.2843587141,-71.9600290003,84.164951406,3.1,CO10,2021-07-05T12:43:39.000000Z,2021-07-05T12:46:21.975000Z
67.3877792358,-29.8402928312,-71.5748434268,189.407292855,3.23,CO10,2021-07-05T12:47:11.000000Z,2021-07-05T12:48:27.975000Z
32.567489624,-29.5142133582,-71.3387055787,158.673490646,3.5,CO10,2021-07-05T12:49:13.000000Z,2021-07-05T12:52:57.975000Z
-11.4644231796,-29.1904592265,-71.5640120091,118.953003641,3.13,CO10,2021-07-05T12:59:45.000000Z,2021-07-05T13:03:53.975000Z
71.652633667,-28.6069765674,-71.314865393,11.4959682317,2.61,CO10,2021-07-05T13:04:03.000000Z,2021-07-05T13:04:57.975000Z
74.7232894897,-29.2693937977,-72.2289359179,267.361908418,4.54,CO10,2021-07-05T13:12:31.000000Z,2021-07-05T13:16:31.975000Z
90.3951873779,-28.801069409,-72.2425172132,302.417471843,3.61,CO10,2021-07-05T13:18:57.000000Z,2021-07-05T13:19:31.975000Z
70.9494171143,-28.9538074207,-72.1124733308,296.455454358,3.46,CO10,2021-07-05T13:24:35.000000Z,2021-07-05T13:26:45.975000Z
77.8518981934,-29.9366423543,-71.3537053746,172.362637743,3.25,CO10,2021-07-05T13:27:13.000000Z,2021-07-05T13:28:27.975000Z
-121.788604736,-28.2744067972,-70.866815906,208.592966384,2.85,CO10,2021-07-05T13:28:31.000000Z,2021-07-05T13:33:11.975000Z
73.3205413818,-28.8882235807,-72.09812413,302.028342305,3.64,CO10,2021-07-05T13:33:57.000000Z,2021-07-05T13:35:27.975000Z
-26.3994903564,-29.086790198,-71.6680925227,130.163557051,3.45,CO10,2021-07-05T13:35:31.000000Z,2021-07-05T13:42:09.975000Z
-296.864898682,-26.7678410214,-70.2997953058,202.89889722,2.99,CO10,2021-07-05T13:47:49.000000Z,2021-07-05T13:54:37.975000Z
80.7783279419,-29.9690606205,-71.4388405567,178.491680674,4.55,CO10,2021-07-05T13:57:31.000000Z,2021-07-05T14:04:29.975000Z
55.773563385,-29.0652353579,-70.9235528449,69.7390659543,2.82,CO10,2021-07-05T14:04:37.000000Z,2021-07-05T14:06:35.975000Z
-279.808349609,-27.3909647268,-69.5186769824,223.364247672,3.0,CO10,2021-07-05T14:16:13.000000Z,2021-07-05T14:23:29.975000Z
-424.2918396,-26.8523677033,-68.0873394,232.216077214,2.8,CO10,2021-07-05T14:28:43.000000Z,2021-07-05T14:37:57.975000Z
-211.810958862,-30.2367499443,-69.5923638617,301.881875729,3.05,CO10,2021-07-05T14:39:33.000000Z,2021-07-05T14:45:11.975000Z
-123.844924927,-30.3432131421,-71.6672540832,9.2211318937,3.05,CO10,2021-07-05T14:47:27.000000Z,2021-07-05T14:53:47.975000Z
13.2054452896,-29.2785300793,-71.3320847283,108.610854144,2.6,CO10,2021-07-05T15:04:57.000000Z,2021-07-05T15:06:53.975000Z
57.6420211792,-29.2262600025,-72.0535539496,271.432045465,2.73,CO10,2021-07-05T15:13:17.000000Z,2021-07-05T15:14:29.975000Z
-48.5280303955,-28.802925331,-71.475589582,178.303140132,3.65,CO10,2021-07-05T15:14:55.000000Z,2021-07-05T15:17:59.975000Z
-30.5367431641,-28.9908079367,-71.3284382212,204.999590201,3.19,CO10,2021-07-05T15:18:13.000000Z,2021-07-05T15:20:21.975000Z
-52.7117614746,-28.7649990453,-71.4649069366,179.57146528,3.23,CO10,2021-07-05T15:20:25.000000Z,2021-07-05T15:24:35.975000Z
51.6557769775,-29.2120292639,-71.9911696054,273.381545379,2.95,CO10,2021-07-05T15:31:19.000000Z,2021-07-05T15:32:29.975000Z
-132.585693359,-28.1360873862,-71.9820931656,157.28065115,2.95,CO10,2021-07-05T15:35:47.000000Z,2021-07-05T15:42:25.975000Z
5.46805667877,-29.2579254578,-71.5135272414,249.389522372,3.18,CO10,2021-07-05T15:42:39.000000Z,2021-07-05T15:45:19.975000Z
3.25380015373,-29.2676480697,-71.4479412488,157.28390232,2.73,CO10,2021-07-05T15:50:35.000000Z,2021-07-05T15:52:33.975000Z
57.7048873901,-29.5424165784,-70.9765193734,125.555132795,3.01,CO10,2021-07-05T15:52:35.000000Z,2021-07-05T15:54:25.975000Z
-68.1178741455,-28.810865121,-71.9608007425,134.239800287,2.79,CO10,2021-07-05T15:59:31.000000Z,2021-07-05T16:02:31.975000Z
7.34752750397,-29.213825014,-71.530018648,293.777501109,3.1,CO10,2021-07-05T16:06:37.000000Z,2021-07-05T16:11:47.975000Z
69.0014266968,-29.5376846841,-70.8362248888,118.660685205,2.83,CO10,2021-07-05T16:12:07.000000Z,2021-07-05T16:13:19.975000Z
-208.389846802,-28.7585822058,-73.5281036136,104.350810517,3.04,CO10,2021-07-05T16:14:13.000000Z,2021-07-05T16:23:13.975000Z
-195.540969849,-29.8626081909,-69.5728110738,291.110503483,3.03,CO10,2021-07-05T16:28:11.000000Z,2021-07-05T16:33:31.975000Z
82.2067947388,-29.2031919238,-72.3052846492,272.68257114,3.32,CO10,2021-07-05T16:37:45.000000Z,2021-07-05T16:38:55.975000Z
23.0196990967,-29.039829123,-71.5215427765,345.124431742,4.04,CO10,2021-07-05T16:39:19.000000Z,2021-07-05T16:49:03.975000Z
-252.518081665,-31.3445508265,-72.4668457414,22.2824454407,2.88,CO10,2021-07-05T16:52:51.000000Z,2021-07-05T16:58:37.975000Z
77.0635910034,-29.8950687665,-71.7291026014,199.645295628,3.31,CO10,2021-07-05T16:58:45.000000Z,2021-07-05T17:00:09.975000Z
-171.192398071,-29.3923462578,-69.7070675564,276.068432516,3.03,CO10,2021-07-05T17:00:17.000000Z,2021-07-05T17:07:19.975000Z
-8.49344539642,-29.171034902,-71.4975706301,155.143703525,3.06,CO10,2021-07-05T17:11:53.000000Z,2021-07-05T17:13:53.975000Z
52.2504730225,-28.8613706877,-71.7796159758,323.472677431,2.69,CO10,2021-07-05T17:18:33.000000Z,2021-07-05T17:19:45.975000Z
80.5567626953,-29.208781573,-72.2886181371,272.304697755,3.43,CO10,2021-07-05T17:23:27.000000Z,2021-07-05T17:24:11.975000Z
13.9604654312,-29.1514334619,-71.5622870812,315.023241654,2.94,CO10,2021-07-05T17:28:13.000000Z,2021-07-05T17:30:15.975000Z
47.0435333252,-29.6639456054,-71.4269543681,175.997801023,2.81,CO10,2021-07-05T17:35:35.000000Z,2021-07-05T17:36:39.975000Z
93.2221755981,-28.546232233,-72.0002814632,325.509658408,3.26,CO10,2021-07-05T17:39:09.000000Z,2021-07-05T17:39:57.975000Z
-31.1376800537,-29.3040453238,-71.1487516134,283.135137476,3.0,CO10,2021-07-05T17:43:17.000000Z,2021-07-05T17:45:19.975000Z
95.7215881348,-29.9917126892,-71.9484594975,209.441726672,3.23,CO10,2021-07-05T17:45:59.000000Z,2021-07-05T17:46:33.975000Z
80.6788482666,-28.7615973731,-72.0843695633,310.996408006,3.92,CO10,2021-07-05T17:46:47.000000Z,2021-07-05T17:50:35.975000Z
78.7010574341,-29.9436948199,-71.3480403328,172.044214324,3.83,CO10,2021-07-05T17:55:15.000000Z,2021-07-05T17:57:49.975000Z
-8.98767757416,-29.3028710436,-71.5200639519,39.7817572169,3.37,CO10,2021-07-05T18:03:15.000000Z,2021-07-05T18:06:11.975000Z
-20.7362518311,-29.2708248528,-71.2503381815,279.358124827,3.26,CO10,2021-07-05T18:10:49.000000Z,2021-07-05T18:15:01.975000Z
61.8144798279,,,,3.5,CO10,2021-07-05T18:20:45.000000Z,2021-07-05T18:23:39.975000Z
-165.487960815,-29.9057737338,-69.9318549604,296.834557177,2.88,CO10,2021-07-05T18:25:07.000000Z,2021-07-05T18:29:29.975000Z
-218.253311157,-31.1219052238,-70.7928352699,343.02229076,3.23,CO10,2021-07-05T18:35:13.000000Z,2021-07-05T18:41:13.975000Z
35.5321807861,-29.320004589,-71.1066213125,104.433421655,2.83,CO10,2021-07-05T18:48:37.000000Z,2021-07-05T18:49:59.975000Z
-270.914398193,-29.2825597385,-68.6738178596,271.665392048,3.11,CO10,2021-07-05T18:58:23.000000Z,2021-07-05T19:05:47.975000Z
-53.810043335,-28.9008036653,-71.8556053883,134.318374783,3.0,CO10,2021-07-05T19:09:17.000000Z,2021-07-05T19:12:11.975000Z
46.8303527832,-28.9698233012,-71.8302153758,309.761482484,2.81,CO10,2021-07-05T19:14:25.000000Z,2021-07-05T19:15:31.975000Z
45.8698043823,-29.6021375202,-71.2309376095,150.949584884,3.06,CO10,2021-07-05T19:16:01.000000Z,2021-07-05T19:17:39.975000Z
70.0839157104,-29.6617392301,-70.9220496481,131.899763817,3.03,CO10,2021-07-05T19:31:27.000000Z,2021-07-05T19:32:35.975000Z
45.6107711792,-28.924022395,-71.1615321432,39.7880273306,3.15,CO10,2021-07-05T19:32:43.000000Z,2021-07-05T19:35:47.975000Z
-89.6726074219,-28.9241406474,-70.6132059142,247.182742893,3.05,CO10,2021-07-05T19:44:03.000000Z,2021-07-05T19:47:37.975000Z
-108.997573853,-28.5811864275,-70.6316463268,228.096189069,3.01,CO10,2021-07-05T19:53:49.000000Z,2021-07-05T19:57:47.975000Z
-36.1378936768,-29.5538751998,-71.5638688516,16.035002888,3.0,CO10,2021-07-05T20:06:21.000000Z,2021-07-05T20:08:37.975000Z
87.9172286987,-29.1019191859,-72.3507322936,279.849871127,2.8,CO10,2021-07-05T20:14:21.000000Z,2021-07-05T20:14:59.975000Z
67.2451400757,-29.2734267385,-72.151700115,266.726700825,2.77,CO10,2021-07-05T20:19:29.000000Z,2021-07-05T20:20:29.975000Z
94.7682571411,-29.9861075563,-71.9397859442,209.188094427,3.39,CO10,2021-07-05T20:26:13.000000Z,2021-07-05T20:26:45.975000Z
-12.1885061264,-29.2495760047,-71.3359056047,274.728240117,3.26,CO10,2021-07-05T20:28:01.000000Z,2021-07-05T20:30:11.975000Z
-28.779800415,-29.2360803042,-71.1648700314,269.081531485,2.96,CO10,2021-07-05T20:30:21.000000Z,2021-07-05T20:32:43.975000Z
-37.786026001,-29.568794608,-71.3557010157,344.353412667,2.98,CO10,2021-07-05T20:33:49.000000Z,2021-07-05T20:36:05.975000Z
68.2515563965,-29.7276240054,-71.0302952143,142.384541325,3.27,CO10,2021-07-05T20:37:55.000000Z,2021-07-05T20:39:19.975000Z
-18.986907959,-29.1561110568,-71.6307242192,119.499282171,3.1,CO10,2021-07-05T20:40:07.000000Z,2021-07-05T20:42:33.975000Z
83.8570556641,-29.8520426887,-70.951416745,144.051640237,3.01,CO10,2021-07-05T20:46:59.000000Z,2021-07-05T20:47:41.975000Z
-9.82422542572,-29.1659187509,-71.5153328616,147.363298438,2.9,CO10,2021-07-05T20:52:39.000000Z,2021-07-05T20:54:55.975000Z
85.2926483154,-29.2524159534,-72.3382027423,268.903646038,2.93,CO10,2021-07-05T20:56:17.000000Z,2021-07-05T20:57:11.975000Z
98.0902099609,-30.0041960574,-71.9726751184,210.227075483,3.73,CO10,2021-07-05T20:58:03.000000Z,2021-07-05T20:58:37.975000Z
-56.292175293,-29.0843727313,-70.9102892227,252.222657519,2.99,CO10,2021-07-05T21:00:25.000000Z,2021-07-05T21:02:57.975000Z
35.6069030762,-28.9340293814,-71.3514527709,17.4343874131,2.99,CO10,2021-07-05T21:04:01.000000Z,2021-07-05T21:05:41.975000Z
91.1158065796,-29.0474821556,-72.3710840142,283.362719379,3.49,CO10,2021-07-05T21:06:33.000000Z,2021-07-05T21:07:13.975000Z
81.5246276855,-29.9345978164,-71.7393808108,199.259526544,3.94,CO10,2021-07-05T21:07:35.000000Z,2021-07-05T21:08:47.975000Z
82.7211380005,-29.2425783932,-72.3118087509,269.637973336,4.33,CO10,2021-07-05T21:08:49.000000Z,2021-07-05T21:14:11.975000Z
84.7395935059,-29.9730780351,-71.2105099387,163.432206385,3.08,CO10,2021-07-05T21:14:19.000000Z,2021-07-05T21:15:03.975000Z
73.5323028564,-29.0547744719,-72.1863570611,286.086680783,3.62,CO10,2021-07-05T21:15:05.000000Z,2021-07-05T21:16:37.975000Z
71.0620422363,-29.8631956924,-71.6355978886,193.743192562,2.98,CO10,2021-07-05T21:16:59.000000Z,2021-07-05T21:18:19.975000Z
93.4239349365,-30.0715837646,-71.6218280056,189.562324488,4.48,CO10,2021-07-05T21:18:53.000000Z,2021-07-05T21:19:35.975000Z
-230.002029419,-27.6291496401,-72.9404775393,140.581193799,3.01,CO10,2021-07-05T21:20:07.000000Z,2021-07-05T21:26:39.975000Z
-115.628540039,-28.2075682488,-71.6266364937,171.908798994,3.26,CO10,2021-07-05T21:30:13.000000Z,2021-07-05T21:35:45.975000Z
26.5647201538,-29.4792960462,-71.4850446918,185.063538429,2.96,CO10,2021-07-05T21:37:59.000000Z,2021-07-05T21:39:37.975000Z
-34.7871246338,-29.4960274242,-71.6690090799,35.4642614539,2.66,CO10,2021-07-05T21:45:11.000000Z,2021-07-05T21:47:29.975000Z
72.6602630615,-29.3492472424,-72.1983563771,260.276980513,2.93,CO10,2021-07-05T21:47:51.000000Z,2021-07-05T21:49:21.975000Z
-40.8706512451,-28.8723523154,-71.4384007698,183.074505381,3.18,CO10,2021-07-05T21:51:29.000000Z,2021-07-05T21:54:27.975000Z
74.2591934204,-28.9659340115,-72.1567037974,294.02991758,2.8,CO10,2021-07-05T21:57:25.000000Z,2021-07-05T21:58:13.975000Z
-19.821472168,-29.0873358432,-71.3558285909,211.059716524,3.12,CO10,2021-07-05T22:00:31.000000Z,2021-07-05T22:03:29.975000Z
-106.64642334,-29.5658262351,-70.4267663553,290.011553366,2.8,CO10,2021-07-05T22:04:37.000000Z,2021-07-05T22:08:05.975000Z
-15.6420278549,-29.242033362,-71.2999718652,270.633432427,3.03,CO10,2021-07-05T22:11:05.000000Z,2021-07-05T22:13:31.975000Z
-92.4122619629,-28.9382355512,-70.5762405626,248.954767171,3.26,CO10,2021-07-05T22:16:05.000000Z,2021-07-05T22:19:43.975000Z
80.2704162598,-29.6344974336,-70.766662193,123.123885979,3.44,CO10,2021-07-05T22:20:23.000000Z,2021-07-05T22:22:07.975000Z
-80.5052947998,-28.6621541713,-71.9603870804,142.659524741,3.11,CO10,2021-07-05T22:22:33.000000Z,2021-07-05T22:25:33.975000Z
-12.8898229599,-29.1465859234,-71.3828132501,216.102062697,2.89,CO10,2021-07-05T22:28:35.000000Z,2021-07-05T22:30:35.975000Z
33.7239837646,-29.3938167495,-71.7607866815,239.68303126,2.98,CO10,2021-07-05T22:34:03.000000Z,2021-07-05T22:35:49.975000Z
63.2776374817,-29.7957300265,-71.30880631,166.564831666,2.48,CO10,2021-07-05T22:36:09.000000Z,2021-07-05T22:37:11.975000Z
-90.8597564697,-29.7531687596,-70.7296795789,308.886671855,3.03,CO10,2021-07-05T22:39:09.000000Z,2021-07-05T22:42:07.975000Z
-119.453796387,-28.8703463582,-72.612826835,109.810740796,2.74,CO10,2021-07-05T22:43:51.000000Z,2021-07-05T22:47:27.975000Z
-129.122116089,-28.2667114797,-70.7352295635,213.465172546,3.26,CO10,2021-07-05T22:50:03.000000Z,2021-07-05T22:54:27.975000Z
20.2205123901,-29.3910663709,-71.3432229274,145.613472274,3.09,CO10,2021-07-05T22:55:51.000000Z,2021-07-05T22:57:49.975000Z
60.6446266174,-29.5403344632,-70.9382346808,123.35030675,3.33,CO10,2021-07-05T22:57:51.000000Z,2021-07-05T22:59:15.975000Z
50.5279388428,-29.0785493643,-70.9754181706,69.2998711303,2.62,CO10,2021-07-05T23:00:23.000000Z,2021-07-05T23:01:37.975000Z
33.4924926758,-29.3658179623,-71.1471400688,114.564429515,2.72,CO10,2021-07-05T23:05:41.000000Z,2021-07-05T23:07:03.975000Z
-278.107177734,-27.9216862224,-69.0422636077,238.876522522,2.94,CO10,2021-07-05T23:08:43.000000Z,2021-07-05T23:17:17.975000Z
-89.0564422607,-29.9663683808,-71.066601731,334.702655898,2.99,CO10,2021-07-05T23:20:21.000000Z,2021-07-05T23:25:33.975000Z
